timestamp,node_id,water_depth_cm,flow_capacity_ratio,accumulation_rate,blockage_status,blockage_risk,flood_severity
2025-01-01 07:00:00,N008,16.56596049520554,0.48612613190316384,4.256,Severe_Blockage,High,High
2025-01-01 07:00:00,N009,0.70656,1.057,0.0,Normal,Low,Low
2025-01-01 07:00:00,N010,3.04264,1.234,0.0,Normal,Low,Low
2025-01-01 07:00:00,N011,27.7142892412194,0.326730782540008,9.33,Severe_Blockage,Critical,Critical
2025-01-01 07:00:00,N012,31.572428967988685,0.36439285808825916,10.034,Severe_Blockage,Critical,Critical
2025-01-01 07:00:00,N013,1.08504,1.099,0.0,Normal,Low,Low
2025-01-01 07:00:00,N014,7.797999999999999,1.519,0.0,Normal,Low,Moderate
2025-01-01 07:00:00,N015,6.407120000000001,1.439,0.0,Normal,Low,Moderate
2025-01-01 07:00:00,N016,3.6914999999999996,1.309,0.0,Normal,Low,Low
2025-01-01 07:00:00,N017,4.59024,1.366,0.0,Normal,Low,Low
2025-01-01 07:00:00,N018,8.51508326066348,0.6284908686535592,1.582,Partial_Blockage,Moderate,Moderate
2025-01-01 07:00:00,N019,11.641246415340484,0.5899927105839173,2.386,Severe_Blockage,High,Moderate
2025-01-01 07:00:00,N020,5.09574,1.38,0.0,Normal,Low,Moderate
2025-01-01 08:00:00,N001,1.7424,1.202,0.0,Normal,Low,Low
2025-01-01 08:00:00,N002,1.93968,1.174,0.0,Normal,Low,Low
2025-01-01 08:00:00,N003,1.4106400000000001,1.175,0.0,Normal,Low,Low
2025-01-01 08:00:00,N004,2.08282,1.135,0.0,Normal,Low,Low
2025-01-01 08:00:00,N005,3.2177599999999997,1.223,0.0,Normal,Low,Low
2025-01-01 08:00:00,N006,16.637030615188586,0.5550911432715151,3.701,Severe_Blockage,High,High
2025-01-01 08:00:00,N007,4.7819199999999995,1.401,0.0,Normal,Low,Low
2025-01-01 08:00:00,N008,23.804292757826374,0.44548799335878664,6.6,Severe_Blockage,High,High
2025-01-01 08:00:00,N009,4.0652800000000004,1.28,0.0,Normal,Low,Low
2025-01-01 08:00:00,N010,2.49038,1.325,0.0,Normal,Low,Low
2025-01-01 08:00:00,N011,3.3708000000000005,1.195,0.0,Normal,Low,Low
2025-01-01 08:00:00,N012,1.06722,1.07,0.0,Normal,Low,Low
2025-01-01 08:00:00,N013,0.6028000000000001,1.059,0.0,Normal,Low,Low
2025-01-01 08:00:00,N014,4.16636,1.336,0.0,Normal,Low,Low
2025-01-01 08:00:00,N015,8.576903534944428,0.6142679949779416,1.654,Partial_Blockage,Moderate,Moderate
2025-01-01 08:00:00,N016,5.956999999999999,1.437,0.0,Normal,Low,Moderate
2025-01-01 08:00:00,N017,24.395749876022442,0.5217468231517217,5.834,Severe_Blockage,High,High
2025-01-01 08:00:00,N018,3.01244,1.263,0.0,Normal,Low,Low
2025-01-01 08:00:00,N019,10.605053571765005,0.5542604652398367,2.364,Severe_Blockage,High,Moderate
2025-01-01 08:00:00,N020,5.3768,1.363,0.0,Normal,Low,Moderate
2025-01-01 09:00:00,N001,3.1152,1.318,0.0,Normal,Low,Low
2025-01-01 09:00:00,N002,1.51762,1.166,0.0,Normal,Low,Low
2025-01-01 09:00:00,N003,0.8702,1.079,0.0,Normal,Low,Low
2025-01-01 09:00:00,N004,3.89478,1.363,0.0,Normal,Low,Low
2025-01-01 09:00:00,N005,4.607679999999999,1.404,0.0,Normal,Low,Low
2025-01-01 09:00:00,N006,13.016501222220914,0.7487179791545168,1.635,Partial_Blockage,Moderate,Moderate
2025-01-01 09:00:00,N007,10.209675806633218,0.7324082557671734,1.366,Partial_Blockage,Moderate,Moderate
2025-01-01 09:00:00,N008,5.27144,1.378,0.0,Normal,Low,Moderate
2025-01-01 09:00:00,N009,3.25632,1.235,0.0,Normal,Low,Low
2025-01-01 09:00:00,N010,3.58448,1.275,0.0,Normal,Low,Low
2025-01-01 09:00:00,N011,26.58431832266314,0.2807014943738011,9.561,Severe_Blockage,Critical,Critical
2025-01-01 09:00:00,N012,4.26888,1.34,0.0,Normal,Low,Low
2025-01-01 09:00:00,N013,9.853661161221336,0.6678491808380019,1.636,Partial_Blockage,Moderate,Moderate
2025-01-01 09:00:00,N014,1.9160799999999998,1.172,0.0,Normal,Low,Low
2025-01-01 09:00:00,N015,34.81104803587504,0.30626320384983174,12.075,Severe_Blockage,Critical,Critical
2025-01-01 09:00:00,N016,2.8289999999999997,1.145,0.0,Normal,Low,Low
2025-01-01 09:00:00,N017,3.3404799999999994,1.317,0.0,Normal,Low,Low
2025-01-01 09:00:00,N018,3.05988,1.218,0.0,Normal,Low,Low
2025-01-01 09:00:00,N019,3.96116,1.437,0.0,Normal,Low,Low
2025-01-01 09:00:00,N020,6.15888,1.432,0.0,Normal,Low,Moderate
2025-01-01 10:00:00,N001,0.9328000000000001,1.088,0.0,Normal,Low,Low
2025-01-01 10:00:00,N002,2.14622,1.238,0.0,Normal,Low,Low
2025-01-01 10:00:00,N003,3.3434,1.3,0.0,Normal,Low,Low
2025-01-01 10:00:00,N004,1.2422199999999999,1.099,0.0,Normal,Low,Low
2025-01-01 10:00:00,N005,1.88496,1.175,0.0,Normal,Low,Low
2025-01-01 10:00:00,N006,3.0749,1.224,0.0,Normal,Low,Low
2025-01-01 10:00:00,N007,2.9047199999999997,1.417,0.0,Normal,Low,Low
2025-01-01 10:00:00,N008,3.73226,1.287,0.0,Normal,Low,Low
2025-01-01 10:00:00,N009,38.542273122101165,0.38652407975440284,11.822,Severe_Blockage,Critical,Critical
2025-01-01 10:00:00,N010,2.77172,1.212,0.0,Normal,Low,Low
2025-01-01 10:00:00,N011,11.830728991665547,0.564788185813435,2.574,Severe_Blockage,High,Moderate
2025-01-01 10:00:00,N012,3.80534,1.449,0.0,Normal,Low,Low
2025-01-01 10:00:00,N013,2.8715200000000003,1.171,0.0,Normal,Low,Low
2025-01-01 10:00:00,N014,2.5399199999999995,1.207,0.0,Normal,Low,Low
2025-01-01 10:00:00,N015,30.529347308002237,0.2828959836695787,10.946,Severe_Blockage,Critical,Critical
2025-01-01 10:00:00,N016,0.8855,1.065,0.0,Normal,Low,Low
2025-01-01 10:00:00,N017,5.571359999999999,1.421,0.0,Normal,Low,Moderate
2025-01-01 10:00:00,N018,13.739791859450115,0.5934141949554452,2.793,Severe_Blockage,High,Moderate
2025-01-01 10:00:00,N019,2.48024,1.125,0.0,Normal,Low,Low
2025-01-01 10:00:00,N020,21.857520409282152,0.5420737827319269,5.005,Severe_Blockage,High,High
2025-01-01 11:00:00,N001,2.7456,1.239,0.0,Normal,Low,Low
2025-01-01 11:00:00,N002,14.191955198248309,0.749793798351537,1.775,Partial_Blockage,Moderate,Moderate
2025-01-01 11:00:00,N003,4.039560000000001,1.311,0.0,Normal,Low,Low
2025-01-01 11:00:00,N004,12.28534707882408,0.6904185024001175,1.902,Partial_Blockage,Moderate,Moderate
2025-01-01 11:00:00,N005,1.1423999999999999,1.087,0.0,Normal,Low,Low
2025-01-01 11:00:00,N006,3.6374999999999997,1.23,0.0,Normal,Low,Low
2025-01-01 11:00:00,N007,20.514721202916423,0.43642851331358173,5.781,Severe_Blockage,High,High
2025-01-01 11:00:00,N008,4.3459200000000004,1.333,0.0,Normal,Low,Low
2025-01-01 11:00:00,N009,3.11296,1.235,0.0,Normal,Low,Low
2025-01-01 11:00:00,N010,1.62552,1.128,0.0,Normal,Low,Low
2025-01-01 11:00:00,N011,1.8232000000000002,1.145,0.0,Normal,Low,Low
2025-01-01 11:00:00,N012,8.889744313024847,0.6766713681707383,1.437,Partial_Blockage,Moderate,Moderate
2025-01-01 11:00:00,N013,1.87416,1.116,0.0,Normal,Low,Low
2025-01-01 11:00:00,N014,1.7155599999999998,1.107,0.0,Normal,Low,Low
2025-01-01 11:00:00,N015,23.29051891622818,0.4399970368380679,6.521,Severe_Blockage,High,High
2025-01-01 11:00:00,N016,1.8399999999999999,1.154,0.0,Normal,Low,Low
2025-01-01 11:00:00,N017,3.8543999999999996,1.231,0.0,Normal,Low,Low
2025-01-01 11:00:00,N018,5.5742,1.327,0.0,Normal,Low,Moderate
2025-01-01 11:00:00,N019,0.75852,1.07,0.0,Normal,Low,Low
2025-01-01 11:00:00,N020,4.14258,1.211,0.0,Normal,Low,Low
2025-01-01 12:00:00,N001,1.7424,1.097,0.0,Normal,Low,Low
2025-01-01 12:00:00,N002,2.4964399999999998,1.22,0.0,Normal,Low,Low
2025-01-01 12:00:00,N003,4.58,1.436,0.0,Normal,Low,Low
2025-01-01 12:00:00,N004,32.57372105755964,0.31572830069755176,11.145,Severe_Blockage,Critical,Critical
2025-01-01 12:00:00,N005,10.730767987190037,0.5712497818826875,2.3,Severe_Blockage,High,Moderate
2025-01-01 12:00:00,N006,4.1322,1.463,0.0,Normal,Low,Low
2025-01-01 12:00:00,N007,3.458,1.299,0.0,Normal,Low,Low
2025-01-01 12:00:00,N008,4.587359999999999,1.332,0.0,Normal,Low,Low
2025-01-01 12:00:00,N009,23.51934770291829,0.5015249497777399,5.862,Severe_Blockage,High,High
2025-01-01 12:00:00,N010,2.5737400000000004,1.327,0.0,Normal,Low,Low
2025-01-01 12:00:00,N011,3.18,1.273,0.0,Normal,Low,Low
2025-01-01 12:00:00,N012,21.22850949430548,0.48420013058687356,5.475,Severe_Blockage,High,High
2025-01-01 12:00:00,N013,1.9837600000000002,1.319,0.0,Normal,Low,Low
2025-01-01 12:00:00,N014,2.66246,1.192,0.0,Normal,Low,Low
2025-01-01 12:00:00,N015,0.8150400000000001,1.053,0.0,Normal,Low,Low
2025-01-01 12:00:00,N016,2.3114999999999997,1.208,0.0,Normal,Low,Low
2025-01-01 12:00:00,N017,1.4249599999999998,1.088,0.0,Normal,Low,Low
2025-01-01 12:00:00,N018,5.1828199999999995,1.413,0.0,Normal,Low,Moderate
2025-01-01 12:00:00,N019,5.92368,1.493,0.0,Normal,Low,Moderate
2025-01-01 12:00:00,N020,3.4949199999999996,1.273,0.0,Normal,Low,Low
2025-01-01 13:00:00,N001,1.1968,1.222,0.0,Normal,Low,Low
2025-01-01 13:00:00,N002,4.849200000000001,1.42,0.0,Normal,Low,Low
2025-01-01 13:00:00,N003,2.23504,1.294,0.0,Normal,Low,Low
2025-01-01 13:00:00,N004,3.5865599999999995,1.435,0.0,Normal,Low,Low
2025-01-01 13:00:00,N005,4.79808,1.395,0.0,Normal,Low,Low
2025-01-01 13:00:00,N006,14.538288343952896,0.6180731365975091,2.776,Partial_Blockage,Moderate,Moderate
2025-01-01 13:00:00,N007,3.69512,1.385,0.0,Normal,Low,Low
2025-01-01 13:00:00,N008,4.587359999999999,1.383,0.0,Normal,Low,Low
2025-01-01 13:00:00,N009,4.05504,1.301,0.0,Normal,Low,Low
2025-01-01 13:00:00,N010,4.90782,1.405,0.0,Normal,Low,Low
2025-01-01 13:00:00,N011,5.777,1.48,0.0,Normal,Low,Moderate
2025-01-01 13:00:00,N012,5.18518,1.52,0.0,Normal,Low,Moderate
2025-01-01 13:00:00,N013,1.4467200000000002,1.09,0.0,Normal,Low,Low
2025-01-01 13:00:00,N014,3.1080599999999996,1.33,0.0,Normal,Low,Low
2025-01-01 13:00:00,N015,3.93936,1.37,0.0,Normal,Low,Low
2025-01-01 13:00:00,N016,2.8059999999999996,1.294,0.0,Normal,Low,Low
2025-01-01 13:00:00,N017,11.456681850158922,0.5806923426751385,2.402,Severe_Blockage,High,Moderate
2025-01-01 13:00:00,N018,7.329479999999999,1.444,0.0,Normal,Low,Moderate
2025-01-01 13:00:00,N019,13.275432965623528,0.7188329279480461,1.866,Partial_Blockage,Moderate,Moderate
2025-01-01 13:00:00,N020,7.68638,1.522,0.0,Normal,Low,Moderate
2025-01-01 14:00:00,N001,3.828,1.376,0.0,Normal,Low,Low
2025-01-01 14:00:00,N002,24.90240773855308,0.45866816551909373,6.74,Severe_Blockage,High,High
2025-01-01 14:00:00,N003,3.7006400000000004,1.366,0.0,Normal,Low,Low
2025-01-01 14:00:00,N004,1.1394799999999998,1.082,0.0,Normal,Low,Low
2025-01-01 14:00:00,N005,2.72272,1.225,0.0,Normal,Low,Low
2025-01-01 14:00:00,N006,9.446927997172208,0.7481943972071797,1.189,Partial_Blockage,Moderate,Moderate
2025-01-01 14:00:00,N007,39.64190168743884,0.34880593131624227,12.907,Severe_Blockage,Critical,Critical
2025-01-01 14:00:00,N008,1.36816,1.082,0.0,Normal,Low,Low
2025-01-01 14:00:00,N009,3.25632,1.505,0.0,Normal,Low,Low
2025-01-01 14:00:00,N010,8.764363230909161,0.6202712491910283,1.664,Partial_Blockage,Moderate,Moderate
2025-01-01 14:00:00,N011,32.09029999653396,0.3447614554322379,10.513,Severe_Blockage,Critical,Critical
2025-01-01 14:00:00,N012,3.3418,1.322,0.0,Normal,Low,Low
2025-01-01 14:00:00,N013,2.74,1.262,0.0,Normal,Low,Low
2025-01-01 14:00:00,N014,1.38136,1.074,0.0,Normal,Low,Low
2025-01-01 14:00:00,N015,3.8261600000000002,1.373,0.0,Normal,Low,Low
2025-01-01 14:00:00,N016,6.5665,1.502,0.0,Normal,Low,Moderate
2025-01-01 14:00:00,N017,3.1536,1.135,0.0,Normal,Low,Low
2025-01-01 14:00:00,N018,5.70466,1.486,0.0,Normal,Low,Moderate
2025-01-01 14:00:00,N019,3.93708,1.281,0.0,Normal,Low,Low
2025-01-01 14:00:00,N020,2.57842,1.116,0.0,Normal,Low,Low
2025-01-01 15:00:00,N001,2.5696,1.209,0.0,Normal,Low,Low
2025-01-01 15:00:00,N002,5.190440000000001,1.475,0.0,Normal,Low,Moderate
2025-01-01 15:00:00,N003,2.54648,1.231,0.0,Normal,Low,Low
2025-01-01 15:00:00,N004,8.334456853324449,0.5780413335342434,1.758,Severe_Blockage,High,Moderate
2025-01-01 15:00:00,N005,1.51368,1.105,0.0,Normal,Low,Low
2025-01-01 15:00:00,N006,3.5987,1.255,0.0,Normal,Low,Low
2025-01-01 15:00:00,N007,2.88496,1.219,0.0,Normal,Low,Low
2025-01-01 15:00:00,N008,23.639636964847707,0.48774501367736195,6.055,Severe_Blockage,High,High
2025-01-01 15:00:00,N009,0.70656,1.062,0.0,Normal,Low,Low
2025-01-01 15:00:00,N010,3.93876,1.263,0.0,Normal,Low,Low
2025-01-01 15:00:00,N011,1.6218000000000001,1.113,0.0,Normal,Low,Low
2025-01-01 15:00:00,N012,23.977307363037248,0.41044729969962657,7.068,Severe_Blockage,High,High
2025-01-01 15:00:00,N013,2.12624,1.165,0.0,Normal,Low,Low
2025-01-01 15:00:00,N014,2.07204,1.152,0.0,Normal,Low,Low
2025-01-01 15:00:00,N015,1.8564800000000001,1.128,0.0,Normal,Low,Low
2025-01-01 15:00:00,N016,2.553,1.194,0.0,Normal,Low,Low
2025-01-01 15:00:00,N017,6.330559999999999,1.522,0.0,Normal,Low,Moderate
2025-01-01 15:00:00,N018,14.760526433090721,0.6432583481126265,2.633,Partial_Blockage,Moderate,Moderate
